trial_id,phase,learn_step,label,object,scene,rejected,t_trial_start,t_fixation,t_cue,t_mi_start,t_mi_end,t_rest_start,t_rest_end,t_transition,t_trial_end,mi_dur,rest_dur
60,acquire,,1,apple,school_desk,0,314257.6128695,314257.6131412,314259.6142893,314261.6157156,314265.6161822,314266.6185761,314270.6191019,314270.6200877,314273.6202852,4.000466600002255,4.00052580004558
61,acquire,,2,cup,home_desk,0,314273.6220056,314273.6228561,314275.6242259,314277.6250076,314281.6254881,314282.6277367,314286.6279976,314286.6286207,314289.6291845,4.000480499991681,4.000260900007561
62,acquire,,1,cup,home_desk,0,314289.6301152,314289.6305869,314291.631503,314293.6332613,314297.6336418,314298.6367273,314302.6372061,314302.6381876,314305.6386832,4.000380500045139,4.000478799978737
63,acquire,,1,bottle,home_desk,0,314305.6399382,314305.6404425,314307.641423,314309.6424024,314313.6425804,314314.6445182,314318.6449392,314318.646607,314321.6469771,4.000178000016604,4.00042100000428
64,acquire,,2,bottle,home_desk,0,314321.6489052,314321.6493895,314323.6512664,314325.6523319,314329.6525936,314330.654565,314334.6551653,314334.655951,314337.6561812,4.000261699955445,4.000600300030783
101,learn,1,1,cup,home_desk,0,313197.3541107,313197.3549643,313199.3567727,313201.3580902,313205.3589202,313206.3676296,313210.3680083,313210.369122,313213.3693213,4.0008299999753945,4.000378700031433
102,learn,1,2,cup,home_desk,0,313213.3707906,313213.3716884,313215.373827,313217.3748741,313221.3754475,313222.3813754,313226.3815433,313226.3829735,313229.3833717,4.000573400000576,4.000167899997905
201,learn,2,1,cup,home_desk,0,313232.9751362,313232.9758152,313234.9772589,313236.9808376,313240.9812929,313241.9837703,313245.9841687,313245.9859207,313248.9864273,4.000455299974419,4.000398400006816
202,learn,2,2,cup,home_desk,0,313248.9912603,313248.9920588,313250.9935761,313252.9961647,313256.9966688,313258.001101,313262.0017581,313262.0026213,313265.003159,4.0005040999967605,4.000657099997625
301,learn,3,2,cup,home_desk,0,313277.0331478,313277.0340887,313279.035117,313281.0369631,313285.0375241,313286.0397928,313290.0400583,313290.0408845,313293.0412289,4.000560999964364,4.0002655000425875
302,learn,3,1,cup,home_desk,0,313293.0427237,313293.0436822,313295.045163,313297.0461689,313301.0470606,313302.0493188,313306.0495776,313306.0504061,313309.0509138,4.000891700037755,4.00025879999157
