trial_id,phase,learn_step,label,object,scene,rejected,t_trial_start,t_fixation,t_cue,t_mi_start,t_mi_end,t_rest_start,t_rest_end,t_transition,t_trial_end,mi_dur,rest_dur
22,acquire,,1,bottle,school_desk,0,316385.5943584,316385.5950549,316387.5972302,316389.5988612,316393.5992706,316394.6031387,316398.6037287,316398.6046237,316401.6051375,4.000409400032368,4.000590000010561
23,acquire,,2,apple,school_desk,0,316401.6077788,316401.6084745,316403.6092316,316405.610646,316409.6108991,316410.6125831,316414.6132104,316414.6138892,316417.6148109,4.0002531000063755,4.0006273000035435
24,acquire,,1,apple,school_desk,0,316417.617565,316417.6181257,316419.6193679,316421.6206501,316425.620862,316426.6231111,316430.6232705,316430.6252251,316433.625925,4.000211899983697,4.000159399991389
25,acquire,,2,cup,school_desk,0,316433.6274039,316433.6277526,316435.6290861,316437.6304919,316441.6310172,316442.6332693,316446.633822,316446.6350583,316449.6358356,4.000525299983565,4.000552700017579
26,acquire,,1,cup,school_desk,0,316449.6368249,316449.6373555,316451.6383716,316453.6395498,316457.6398836,316458.642687,316462.642769,316462.6435884,316465.6440884,4.000333799980581,4.000082000042312
27,acquire,,2,bottle,school_desk,0,316465.6463328,316465.6466716,316467.6474061,316469.6484375,316473.6489988,316474.6506142,316478.6508851,316478.6519363,316481.6523706,4.000561300024856,4.000270900025498
28,acquire,,1,bottle,school_desk,0,316481.6542014,316481.6547409,316483.6557783,316485.6568397,316489.6569952,316490.6597941,316494.6606226,316494.6621439,316497.6624657,4.0001555000199005,4.00082850002218
29,acquire,,1,apple,school_desk,0,316497.6645523,316497.6652826,316499.6666848,316501.6673994,316505.6677376,316506.6702426,316510.6705829,316510.6716259,316513.6717594,4.000338200014085,4.000340299971867
30,acquire,,2,apple,school_desk,0,316513.6731602,316513.6739902,316515.6756644,316517.6769025,316521.6773995,316522.6802488,316526.6807139,316526.6817886,316529.6824046,4.000497000000905,4.0004650999908336
31,acquire,,1,cup,home_desk,0,316529.6837611,316529.6847803,316531.6857024,316533.6870245,316537.6872138,316538.6890074,316542.6893911,316542.69055,316545.6913391,4.000189299986232,4.000383700011298
32,acquire,,2,cup,home_desk,0,316545.6934712,316545.6938979,316547.6953346,316549.6965173,316553.696955,316554.6988725,316558.6991684,316558.6998754,316561.7003966,4.000437700015027,4.0002959000412375
33,acquire,,2,bottle,home_desk,0,316561.703119,316561.7039378,316563.705604,316565.7068772,316569.7071091,316570.7105501,316574.7107166,316574.7114256,316577.7115464,4.000231900019571,4.000166499987245
34,acquire,,1,bottle,home_desk,0,316577.7127742,316577.7135537,316579.7145265,316581.7160693,316585.7162784,316586.7190459,316590.7196785,316590.7202278,316593.7206251,4.000209099962376,4.0006326000439
35,acquire,,1,apple,home_desk,0,316593.7229321,316593.7234256,316595.7250255,316597.7264284,316601.7267791,316602.7286498,316606.7291235,316606.7299844,316609.7302771,4.00035069999285,4.0004736999981105
36,acquire,,2,apple,home_desk,0,316609.7318175,316609.7328402,316611.7346503,316613.7362186,316617.7366832,316618.738546,316622.7387715,316622.7397605,316625.7399839,4.000464599987026,4.000225500029046
37,acquire,,1,cup,home_desk,0,316625.741847,316625.7424226,316627.7440267,316629.7449376,316633.7452628,316634.7475601,316638.748005,316638.7491012,316641.7493394,4.0003252000315115,4.000444900011644
38,acquire,,2,cup,home_desk,0,316641.7510992,316641.7517505,316643.7527781,316645.7537098,316649.7538525,316650.75575,316654.7562735,316654.7570755,316657.7572462,4.000142699980643,4.000523499969859
39,acquire,,1,bottle,home_desk,0,316657.7586678,316657.7591773,316659.7614421,316661.7624157,316665.7630898,316666.7654235,316670.7662765,316670.7680098,316673.7684889,4.000674100010656,4.0008530000341125
40,acquire,,2,bottle,home_desk,0,316673.7701961,316673.7708174,316675.7726232,316677.7742715,316681.7748277,316682.7768427,316686.7769982,316686.7778096,316689.7780605,4.000556199986022,4.000155499961693
41,acquire,,2,apple,hospital_desk,0,316689.7798996,316689.7805405,316691.782535,316693.7838251,316697.7840006,316698.7867479,316702.7873219,316702.7880377,316705.7882704,4.000175499997567,4.000574000005145
42,acquire,,1,apple,hospital_desk,0,316705.7895363,316705.7901888,316707.7920753,316709.792827,316713.7933686,316714.7951769,316718.7957796,316718.7967819,316721.7969752,4.000541599991266,4.00060269999085
43,acquire,,1,cup,hospital_desk,0,316721.7988215,316721.7992231,316723.7999137,316725.8008795,316729.8010095,316730.8027774,316734.8030427,316734.8051237,316737.805278,4.000130000000354,4.000265299982857
44,acquire,,2,cup,hospital_desk,0,316737.8064334,316737.8071826,316739.8086916,316741.8096008,316745.8098067,316746.8122871,316750.8130424,316750.8136102,316753.8139047,4.000205899996217,4.000755299988668
45,acquire,,1,bottle,hospital_desk,0,316753.8161979,316753.8170429,316755.8182333,316757.8193945,316761.8196124,316762.8222906,316766.8226418,316766.823423,316769.8240333,4.000217900029384,4.000351199996658
46,acquire,,2,bottle,hospital_desk,0,316769.8260449,316769.8270859,316771.8282293,316773.8291487,316777.8292663,316778.8313392,316782.831937,316782.8327012,316785.8329906,4.0001176000223495,4.000597799953539
47,acquire,,1,apple,hospital_desk,0,316785.8343056,316785.8347373,316787.8360694,316789.8370695,316793.8372963,316794.8395935,316798.8401813,316798.8409737,316801.8412191,4.000226799980737,4.000587799993809
48,acquire,,2,apple,hospital_desk,0,316801.8425407,316801.8430761,316803.8445277,316805.8454057,316809.845716,316810.8479076,316814.8485731,316814.8498057,316817.8501992,4.000310300034471,4.000665500003379
49,acquire,,2,cup,hospital_desk,0,316817.8516915,316817.8519544,316819.8532801,316821.8548039,316825.8567345,316826.8600538,316830.8606565,316830.8622408,316833.8627804,4.001930599974003,4.00060269999085
50,acquire,,1,cup,hospital_desk,0,316833.86392,316833.8642754,316835.8651503,316837.86621,316841.8665291,316842.8683868,316846.8687279,316846.8694353,316849.8698465,4.000319099985063,4.000341099977959
51,acquire,,1,bottle,school_desk,0,316849.8715737,316849.8718958,316851.8732642,316853.8744274,316857.8745988,316858.8767101,316862.8771055,316862.8780646,316865.8782079,4.000171399966348,4.00039540004218
52,acquire,,2,bottle,school_desk,0,316865.8798664,316865.8805527,316867.8816224,316869.8831403,316873.8835811,316874.8855729,316878.8861593,316878.8875365,316881.8877485,4.000440799980424,4.000586399983149
53,acquire,,1,apple,school_desk,0,316881.889185,316881.8896622,316883.890319,316885.8921156,316889.8922238,316890.8945284,316894.895362,316894.8964125,316897.8965324,4.000108200008981,4.000833600002807
54,acquire,,2,apple,school_desk,0,316897.8983106,316897.8997319,316899.9004758,316901.901641,316905.9021453,316906.9044143,316910.9047798,316910.9058591,316913.9063708,4.000504299998283,4.00036549998913
55,acquire,,1,cup,school_desk,0,316913.9086517,316913.9097167,316915.9108346,316917.9119461,316921.9123015,316922.9141954,316926.9145677,316926.9160336,316929.9163052,4.000355399970431,4.0003722999827005
56,acquire,,2,cup,school_desk,0,316929.9176265,316929.9181378,316931.919172,316933.9204312,316937.920806,316938.923577,316942.9240779,316942.9253217,316945.9255371,4.000374800001737,4.000500900030602
57,acquire,,1,bottle,school_desk,0,316945.9272128,316945.9278509,316947.9288008,316949.9295926,316953.9297944,316954.93207,316958.9324025,316958.9333042,316961.9334004,4.000201800023206,4.00033250002889
58,acquire,,2,bottle,school_desk,0,316961.9344196,316961.9356972,316963.9368433,316965.9382282,316969.9386233,316970.9410893,316974.9413209,316974.9421845,316977.9422639,4.000395099981688,4.000231600017287
59,acquire,,2,apple,school_desk,0,316977.9437259,316977.9447423,316979.9454142,316981.946858,316985.9470939,316986.9494613,316990.9500049,316990.9511575,316993.9514785,4.0002358999918215,4.000543600006495
60,acquire,,1,apple,school_desk,0,316993.9534961,316993.9549932,316995.9562789,316997.9582014,317001.9588148,317002.9616547,317006.9620963,317006.9631179,317009.963565,4.000613400014117,4.000441599986516
61,acquire,,2,cup,home_desk,0,317009.9661141,317009.9669114,317011.9681987,317013.9694727,317017.9698127,317018.9715911,317022.9721673,317022.9734087,317025.9737966,4.000340000027791,4.0005762000218965
62,acquire,,1,cup,home_desk,0,317025.9750445,317025.9757224,317027.9767925,317029.9778872,317033.9783078,317034.981245,317038.9816095,317038.9825606,317041.9831287,4.000420600001235,4.000364500039723
63,acquire,,1,bottle,home_desk,0,317041.9843044,317041.9847518,317043.9859684,317045.9874547,317049.9880253,317050.9897254,317054.9900839,317054.9912386,317057.9916935,4.000570599979255,4.000358499994036
64,acquire,,2,bottle,home_desk,0,317057.9928636,317057.9932956,317059.9948202,317061.9957621,317065.9960264,317066.9982917,317070.998595,317070.999709,317073.999974,4.00026430003345,4.000303300039377
101,learn,1,1,cup,home_desk,0,315937.0906262,315937.0909764,315939.092433,315941.0935371,315945.0944313,315946.0965895,315950.0969825,315950.0980626,315953.0985511,4.000894199998584,4.0003929999656975
102,learn,1,2,cup,home_desk,0,315953.1000918,315953.1005056,315955.1014518,315957.1024248,315961.1031797,315962.1053349,315966.105733,315966.1064542,315969.1069122,4.000754899985623,4.000398099946324
201,learn,2,2,cup,home_desk,0,315977.7100479,315977.7106047,315979.7114604,315981.7130311,315985.7132492,315986.7348153,315990.7351972,315990.7366193,315993.7370873,4.0002181000309065,4.000381899997592
202,learn,2,1,cup,home_desk,0,315993.7380798,315993.7388784,315995.7403941,315997.7419449,316001.7421877,316002.7450141,316006.745204,316006.746532,316009.7466647,4.000242799986154,4.000189899990801
301,learn,3,2,cup,home_desk,0,316013.7930908,316013.7934028,316015.7959377,316017.7966917,316021.7969456,316022.7988069,316026.7990412,316026.8001869,316029.8003975,4.000253900012467,4.000234300037846
302,learn,3,1,cup,home_desk,0,316029.8024982,316029.8032936,316031.8058458,316033.8074057,316037.8081831,316038.8114686,316042.8119224,316042.8132888,316045.814496,4.000777400040533,4.000453800021205
